Cars,Construction,Unemployment,Newspapers,Jobs,Inflation,Aviation,Birthday,Business News,Loan,Real estate,elections,Car Loan,Financial crisis,Weddings,budget,revenue,House Loan,Economy News,Travel,Fitness,subsidy,PSB,Interest,current account,Politics,parliament,protest,Economic crisis,stock market,trade,M0,Investment,World News,Crisis,Cinema,Credit,Textile,LSM,Tourism,Agriculture,Cigarette,CPI,government,Manufacturing,deficit,FMCG,Fast Food,Food,USAID,Recession,economic growth,Hotels,taxes,House for sale
18,20,16,41,30,21,18,19,6,9,11,2,0,0,57,20,9,0,0,17,17,0,0,29,54,18,28,2,2,7,15,0,13,37,22,34,10,4,0,12,23,11,0,45,7,21,25,27,41,10,2,21,17,3,7
17,20,18,41,29,24,18,22,6,13,11,2,0,0,61,20,10,0,0,17,19,1,0,30,52,24,24,2,2,8,18,0,15,45,49,29,11,5,0,15,35,10,0,49,7,36,19,26,43,7,1,17,18,3,8
18,20,16,37,27,20,34,21,7,9,11,2,0,1,68,21,9,27,0,16,19,0,0,34,48,20,17,2,3,8,18,0,13,43,22,28,11,5,0,14,32,12,9,59,7,32,13,25,44,8,1,29,17,6,8
18,19,18,40,27,23,22,22,7,10,10,7,18,0,85,23,11,0,0,15,22,1,0,34,52,24,13,2,0,8,19,0,11,40,19,29,10,3,0,16,29,12,0,51,7,35,9,27,47,7,0,18,18,3,8
17,12,8,28,27,14,13,25,5,10,7,2,15,0,64,23,6,0,0,18,29,0,0,23,34,15,27,2,1,6,11,0,9,27,12,79,11,2,0,9,15,21,0,28,4,32,10,25,33,6,1,10,17,3,9
21,17,16,25,39,19,17,23,5,13,9,2,18,0,66,35,8,0,9,19,38,0,0,33,51,23,37,2,2,7,16,0,10,24,20,69,11,4,0,11,21,25,11,40,5,49,17,29,47,7,2,21,16,4,12
20,19,21,25,36,28,19,26,5,12,8,3,17,1,67,37,11,0,9,18,36,1,0,37,47,27,41,2,1,8,18,0,12,22,19,70,11,4,0,16,25,22,10,50,7,58,14,25,53,5,1,28,18,5,11
20,18,23,26,34,27,19,27,7,12,9,6,14,1,76,33,10,15,11,18,38,1,0,35,48,22,42,2,2,7,17,0,12,32,27,56,11,4,0,15,23,22,10,47,6,50,18,26,49,7,2,21,17,5,10
17,17,18,26,33,20,14,28,5,12,10,3,12,1,84,26,8,0,19,19,32,0,0,35,42,20,33,2,0,6,14,0,11,27,21,67,12,4,0,13,21,20,13,44,6,52,16,22,43,6,2,20,18,4,9
18,19,19,35,30,26,15,28,7,10,10,5,12,2,82,30,11,0,15,18,27,0,0,37,54,24,43,4,2,12,17,0,14,47,23,45,12,4,0,17,31,18,0,53,7,47,12,29,52,7,2,25,18,5,8
16,19,20,30,29,27,15,29,6,11,10,4,10,2,73,25,9,0,12,19,26,0,0,35,70,25,37,3,0,9,16,0,13,78,21,45,12,3,0,13,26,17,13,46,6,60,15,25,45,8,1,28,18,4,8
17,19,18,31,32,27,18,30,7,12,12,2,13,1,92,25,9,0,16,19,25,0,0,36,51,25,32,2,2,9,15,0,14,60,21,58,14,5,0,13,27,16,8,45,7,37,18,28,44,7,1,27,19,5,7
16,20,18,29,29,21,17,27,6,13,11,5,21,1,92,23,9,0,12,18,25,0,0,36,43,25,31,2,2,8,15,0,14,41,19,56,12,4,0,13,25,18,10,46,7,54,15,27,43,6,1,25,18,4,9
17,21,19,31,31,22,16,32,7,13,13,4,14,1,82,22,10,0,11,17,26,0,0,36,45,27,29,2,2,8,17,0,15,35,21,41,12,5,0,15,26,16,0,50,7,50,17,22,43,11,2,30,18,4,8
15,19,21,30,30,25,14,30,6,13,11,4,18,1,84,21,13,23,11,16,25,0,0,39,57,37,39,2,2,7,17,0,13,31,19,41,12,5,0,15,38,15,6,61,7,44,12,27,50,7,1,26,15,4,8
15,20,20,31,27,23,14,29,5,12,9,4,20,1,88,23,10,0,12,16,25,1,0,38,44,47,35,3,1,8,19,0,13,29,27,39,10,4,0,15,31,14,7,56,7,51,15,23,51,8,2,24,15,4,7
14,15,16,34,23,20,12,28,5,10,8,8,15,1,75,24,8,0,13,13,21,0,0,36,50,53,24,2,0,6,13,0,10,31,16,48,11,3,0,13,21,11,8,44,5,42,9,23,39,5,2,21,14,3,7
15,19,18,32,31,25,14,25,6,10,9,11,11,0,72,31,11,0,11,14,25,1,0,39,54,54,34,2,1,7,16,0,11,29,14,43,10,4,46,12,28,12,9,56,6,59,14,25,55,6,2,25,13,4,7
13,21,22,34,31,25,18,27,8,11,9,22,9,0,64,27,11,0,19,14,27,0,0,42,67,56,50,2,2,7,18,0,13,26,15,46,10,5,0,14,28,12,0,60,7,52,17,21,55,7,2,31,13,5,8
15,19,19,33,27,22,15,28,6,10,9,66,16,1,73,25,11,0,18,14,23,0,0,39,58,55,32,3,1,7,15,0,11,26,14,34,10,4,0,11,24,14,7,54,6,51,16,26,48,8,2,22,14,6,8
14,16,14,31,28,25,12,31,6,10,9,42,10,2,81,21,9,0,21,16,23,1,0,36,54,42,34,2,2,8,18,0,12,24,17,57,11,4,0,13,22,16,7,58,6,44,14,26,47,5,1,18,14,4,9
16,19,20,32,27,27,13,33,6,10,9,7,8,1,72,28,11,0,21,17,25,2,0,39,64,36,43,2,2,8,16,0,12,31,18,43,11,4,0,13,29,14,5,56,6,59,14,27,58,7,1,24,15,5,8
12,20,20,33,26,29,12,31,6,11,8,4,13,2,54,23,13,18,13,16,24,1,0,40,59,36,41,2,2,7,17,0,12,44,18,30,10,4,0,14,32,17,6,63,7,78,15,28,59,7,2,24,13,4,7
13,19,17,32,25,24,11,28,7,10,9,3,7,2,64,21,10,25,15,15,21,1,0,36,58,28,31,3,3,8,15,0,13,36,18,36,12,4,0,12,26,11,0,54,6,44,14,19,49,7,1,24,14,3,7
11,18,17,31,24,23,12,24,6,10,10,2,14,1,65,19,11,0,17,15,23,0,0,40,58,26,34,2,2,7,14,0,12,28,11,37,11,5,0,11,25,14,6,50,5,48,16,22,48,8,2,26,14,4,7
12,18,17,33,23,32,14,30,6,11,10,2,0,1,57,20,11,0,14,14,23,0,0,32,47,24,30,2,0,7,16,0,13,28,13,29,11,6,0,13,34,7,0,54,6,39,12,21,51,6,4,27,14,4,7
11,19,18,33,21,24,13,29,7,10,9,3,10,1,49,18,10,17,21,14,22,0,0,37,62,27,29,4,1,7,16,0,12,33,13,29,10,5,0,14,37,11,7,56,7,50,13,25,57,10,4,25,14,4,6
11,18,19,29,22,23,14,31,7,11,9,5,10,1,52,23,11,0,18,16,22,1,0,39,46,28,27,13,1,6,19,0,12,41,14,32,11,4,0,15,31,13,7,58,7,45,14,22,53,7,4,24,14,4,6
12,16,18,30,22,20,12,30,6,10,9,5,13,0,48,62,9,0,21,16,19,1,0,36,49,27,35,11,0,6,12,0,11,32,16,50,11,3,0,12,24,11,0,46,6,49,12,21,44,7,2,19,15,3,7
12,18,17,30,25,21,11,27,6,11,9,4,7,1,45,69,12,0,22,13,22,1,0,36,63,30,29,4,2,7,15,0,11,27,13,31,10,5,0,13,28,10,0,61,6,60,16,30,57,5,2,21,11,5,7
12,22,22,30,22,30,12,30,7,10,10,4,6,1,50,55,14,15,28,14,21,1,0,42,64,31,42,4,3,7,16,0,12,23,15,28,9,5,0,15,31,11,8,66,8,72,12,26,60,7,3,27,11,6,5
11,19,18,30,21,28,19,33,6,10,9,7,10,1,50,66,12,14,23,14,19,0,0,40,61,30,36,4,3,6,14,0,12,25,17,42,10,4,0,12,30,11,0,59,6,48,9,23,55,8,3,27,12,5,6
13,17,16,29,23,23,12,36,6,11,9,4,10,1,55,59,13,12,24,15,21,1,0,42,54,26,28,7,3,5,14,0,12,23,16,41,10,4,0,13,31,11,7,60,6,52,14,23,54,6,2,23,14,5,6
13,18,18,32,24,29,11,39,6,12,9,3,13,1,52,79,16,0,31,15,23,5,0,40,51,24,36,6,2,6,14,0,13,27,17,46,10,4,0,11,28,12,0,50,6,57,14,25,60,9,6,22,13,4,6
12,19,20,30,24,29,10,38,8,12,9,2,12,1,51,33,13,13,25,17,21,1,0,41,51,26,29,3,3,8,14,0,13,34,18,34,9,4,0,13,29,13,5,79,7,55,15,27,59,6,5,30,13,4,6
13,18,16,33,23,27,11,37,7,13,9,3,8,1,44,29,11,16,21,16,21,0,0,37,47,29,25,3,2,5,13,0,13,38,18,40,10,4,39,11,25,13,4,53,6,47,11,26,52,6,14,25,13,4,7
12,18,17,27,23,27,10,38,7,13,9,3,7,1,50,39,27,0,20,15,20,0,0,37,51,26,21,2,3,5,14,0,14,27,14,45,10,5,0,10,27,12,0,50,6,40,13,22,51,7,14,26,13,5,7
12,17,15,27,24,27,11,45,5,12,9,5,9,1,49,26,30,12,33,15,25,0,0,37,50,25,20,4,3,5,13,0,14,26,13,48,10,4,0,11,29,11,0,53,5,39,10,24,54,7,100,22,12,4,6
11,17,15,26,23,22,9,44,5,11,9,3,7,1,43,25,15,0,26,15,25,0,0,37,55,26,25,3,3,6,13,0,15,28,13,39,10,4,0,13,33,13,6,52,6,45,10,23,58,9,77,21,11,5,6
12,15,16,25,20,22,11,40,5,11,8,22,0,1,45,23,10,0,17,15,21,0,0,37,46,27,29,5,2,4,15,0,19,35,14,36,9,4,0,12,28,10,5,53,5,44,8,23,55,8,59,22,13,3,6
12,13,10,24,17,16,8,38,5,9,7,6,9,0,37,42,8,0,13,14,18,0,0,29,54,20,23,2,1,4,10,0,15,24,11,74,9,3,0,8,19,12,0,38,4,42,9,19,42,8,42,15,13,3,6
12,17,13,24,22,21,10,35,6,11,10,1,8,1,35,35,11,15,15,17,23,0,0,33,57,24,31,5,1,4,12,0,17,33,18,55,8,4,0,9,24,10,7,50,6,38,13,23,56,9,42,19,11,4,7
10,16,17,24,20,23,9,39,6,10,9,2,7,1,30,32,11,0,15,16,21,0,0,36,51,24,30,16,2,5,15,0,19,25,13,43,9,4,0,11,26,12,5,57,6,49,12,23,59,7,39,23,11,4,7
11,17,16,22,21,22,9,44,6,11,10,2,6,1,31,27,11,11,20,18,22,0,8,37,56,25,41,2,1,5,14,0,16,25,16,45,10,4,0,11,25,11,5,52,5,43,11,22,57,7,32,23,12,4,7
11,15,22,22,22,24,8,46,4,11,9,2,13,0,28,22,8,11,12,15,21,0,0,30,54,21,32,2,1,4,11,0,13,29,10,53,9,4,0,11,25,11,4,57,5,39,12,20,50,8,25,21,12,4,7
10,17,14,22,20,24,9,48,5,12,10,2,9,1,29,36,9,0,13,17,21,0,0,33,60,21,63,3,1,5,12,0,13,30,10,49,10,3,0,12,22,10,4,47,5,53,11,23,59,7,24,21,13,4,7
12,18,16,21,21,25,8,45,5,13,9,2,12,0,27,38,9,0,15,19,21,0,0,37,61,21,67,3,2,5,13,0,13,37,16,56,10,4,0,9,27,13,5,55,5,39,9,26,59,6,21,23,14,4,8
12,15,15,21,18,24,12,43,6,12,8,2,12,1,24,22,9,11,14,16,21,0,0,32,59,23,28,2,1,5,13,0,12,34,13,52,9,3,0,10,21,10,6,48,5,41,10,25,50,5,16,22,11,4,6
11,13,11,19,17,16,9,40,5,11,8,2,7,0,24,16,8,0,9,14,18,0,8,30,51,18,30,3,2,4,11,0,11,34,10,47,11,3,0,8,18,10,4,41,4,32,11,21,46,5,12,17,11,4,6
10,14,10,20,19,14,8,48,5,13,8,1,9,0,20,15,8,0,13,15,22,0,0,27,47,16,22,3,1,3,11,0,10,40,15,39,11,4,0,7,27,10,4,44,4,25,9,18,47,4,19,12,12,4,6
10,14,15,19,18,22,9,50,4,14,8,3,7,1,23,19,8,0,11,16,23,0,0,35,46,21,30,2,1,4,13,0,12,36,10,42,10,4,0,10,30,11,7,49,5,42,11,21,59,6,13,20,14,4,7
11,14,16,21,17,18,9,47,5,14,9,3,10,0,27,36,8,0,11,16,22,0,0,35,55,19,27,2,1,4,17,0,12,29,13,49,10,3,0,9,23,10,4,49,5,42,11,19,53,5,10,19,13,4,7
11,11,10,21,16,11,8,46,4,14,8,2,7,1,19,29,8,14,10,15,16,0,0,26,50,17,15,2,0,4,13,0,10,36,13,75,10,3,0,6,16,11,4,36,3,35,9,21,44,4,6,13,14,3,5
11,14,13,19,20,16,9,40,5,13,9,2,9,1,19,26,9,0,14,15,21,0,0,34,53,20,22,2,1,7,14,0,12,30,14,45,11,4,0,8,24,10,4,50,4,34,15,23,55,5,8,20,12,4,7
10,17,17,20,18,20,9,46,5,16,10,2,9,1,16,26,11,12,9,16,22,0,0,37,55,28,28,2,1,7,15,0,12,24,14,65,9,4,0,10,25,10,6,60,5,42,17,22,60,5,9,22,13,6,7
11,16,14,19,17,18,9,51,4,15,8,2,10,1,22,26,10,0,8,15,21,0,0,37,46,23,30,2,1,7,14,0,15,25,12,63,11,4,0,10,21,12,5,53,5,46,14,23,57,5,7,19,13,6,7
11,14,15,20,17,16,10,53,5,15,9,2,11,1,18,23,9,11,11,16,19,0,0,34,54,21,28,4,1,5,12,0,12,27,10,61,9,4,0,10,21,13,4,44,6,41,14,20,53,5,6,20,14,5,6
11,15,16,19,18,19,9,56,5,16,10,3,8,1,18,35,10,16,7,16,26,0,0,35,58,24,30,3,1,7,15,0,13,38,11,54,10,4,0,11,23,12,6,57,5,48,14,27,62,5,7,19,13,5,7
10,15,16,19,18,22,10,56,4,17,9,2,12,1,19,37,9,13,9,17,23,0,0,36,61,25,27,2,0,6,12,0,12,100,18,47,10,4,0,10,21,10,5,47,5,47,12,24,59,5,6,22,13,5,7
11,16,15,22,18,24,9,51,5,19,10,5,11,1,19,27,9,21,12,17,21,0,0,39,44,36,31,2,1,6,15,0,14,55,14,41,10,3,0,9,24,12,6,47,5,51,12,23,54,5,5,23,13,5,7
11,12,12,22,17,16,8,47,4,23,9,3,6,1,18,22,7,13,9,16,20,0,0,36,61,35,29,2,1,5,13,84,12,28,10,45,11,3,0,7,17,12,6,43,4,37,11,23,52,5,5,19,12,4,7
10,14,12,20,17,17,8,49,5,23,9,7,11,1,18,19,7,0,6,16,25,0,0,33,51,31,24,2,1,4,14,0,12,21,11,47,11,4,0,8,26,12,5,49,4,40,9,21,51,5,5,17,12,5,8
10,13,14,22,16,17,8,51,4,22,8,7,11,1,23,17,7,11,8,19,26,0,0,35,49,33,24,4,1,4,15,0,11,21,26,52,10,4,0,8,26,11,5,47,4,43,12,21,57,5,6,17,14,4,6
10,12,11,21,21,15,8,52,4,22,8,8,11,1,22,17,7,12,5,18,22,0,0,34,56,29,29,2,2,4,15,0,11,23,12,55,12,3,0,9,20,12,5,47,4,32,11,21,53,4,5,14,14,4,8
11,10,8,19,18,11,8,52,4,21,8,3,9,0,19,33,5,14,8,17,19,0,0,26,52,27,23,2,0,4,13,0,9,21,7,100,10,2,0,6,11,10,3,34,3,21,8,21,43,3,2,8,15,3,7
12,12,11,19,20,13,9,43,5,21,10,6,11,1,19,26,7,0,10,18,23,0,9,35,57,32,30,2,1,5,14,0,11,21,9,65,10,4,0,7,18,10,5,51,3,35,11,25,59,4,3,10,13,5,8
10,11,13,21,15,11,7,48,4,19,9,45,14,0,15,22,7,0,9,16,22,0,9,32,61,37,29,2,1,5,14,0,10,20,12,38,9,3,0,7,17,12,5,53,3,38,15,25,53,4,3,13,12,5,6
11,14,13,19,17,16,8,52,4,22,10,29,11,1,15,23,8,14,9,16,22,0,8,37,51,34,36,1,1,5,16,0,12,19,12,43,9,4,0,9,18,11,6,55,4,53,14,24,57,5,3,18,13,5,7
11,15,13,16,18,18,8,59,4,24,11,3,13,1,20,21,8,16,10,17,24,0,0,39,60,26,32,2,2,4,17,100,13,17,11,74,11,4,0,10,19,11,7,46,4,47,13,22,58,6,3,19,15,5,7
12,17,16,16,19,19,9,62,4,29,10,4,15,1,17,27,9,10,7,18,24,0,0,41,72,24,37,2,1,5,18,0,14,23,12,59,12,4,0,10,23,12,4,52,5,51,16,27,68,5,3,20,14,6,8
11,15,15,16,21,20,8,60,5,33,11,2,23,0,18,26,17,17,12,20,24,0,0,41,66,23,36,2,1,5,18,0,15,37,13,56,12,3,0,10,24,13,5,52,5,44,12,26,65,6,3,19,15,5,9
11,15,13,14,21,20,8,55,5,35,12,2,14,1,18,22,9,23,11,19,23,0,8,42,66,21,35,6,1,5,18,0,16,24,11,56,13,3,0,9,20,13,5,48,4,45,13,29,60,5,2,20,15,5,8
12,14,13,13,19,13,9,54,4,38,11,1,17,1,26,19,8,10,11,18,23,0,0,41,56,19,42,5,0,4,18,0,15,20,10,60,13,3,0,8,18,14,5,44,4,43,14,27,57,5,3,17,15,5,8
10,15,13,12,19,21,9,60,4,47,11,2,15,0,20,22,9,0,6,18,30,0,14,45,57,20,65,3,1,5,18,0,16,19,16,49,13,4,0,11,28,17,6,51,4,48,12,26,61,5,3,19,15,5,8
10,15,15,11,18,23,9,60,4,44,12,2,18,0,21,41,10,15,10,19,31,0,7,46,63,20,36,2,1,5,20,0,16,16,11,47,12,5,0,11,29,14,7,57,5,52,14,29,65,5,3,21,17,6,8
10,15,13,12,19,17,9,56,4,48,11,6,16,0,23,25,9,16,10,20,26,0,8,45,62,19,33,2,1,5,19,0,16,15,9,53,12,4,0,10,23,13,6,54,4,51,15,27,64,4,3,16,18,5,7
10,11,8,10,18,12,8,53,3,47,9,2,15,0,20,27,7,15,11,18,22,0,0,36,57,15,25,2,1,3,14,0,16,18,16,97,11,2,0,6,14,9,6,38,3,35,11,28,50,4,2,11,19,4,7
11,14,11,10,22,14,11,49,5,47,12,2,19,0,16,25,9,15,10,19,28,0,8,46,71,18,34,3,1,5,17,0,19,30,15,76,12,4,0,10,23,11,4,59,4,44,15,25,65,4,2,14,15,4,9
10,16,18,12,18,17,9,53,5,46,12,2,21,0,14,25,11,19,8,20,29,0,10,48,72,21,38,3,1,6,19,0,19,19,12,52,12,4,0,10,25,12,8,65,5,50,17,31,71,5,3,18,17,6,8
10,13,11,14,17,16,8,62,5,48,12,1,23,1,21,23,8,16,15,21,26,0,0,43,67,17,34,1,1,8,16,0,16,40,11,38,12,3,0,7,17,12,4,63,4,50,15,26,64,4,7,14,13,5,8
12,9,9,13,13,12,7,91,6,48,12,1,12,1,19,17,6,15,22,13,29,0,0,35,61,12,25,2,1,7,16,0,21,47,12,10,13,2,0,5,12,11,0,51,3,34,10,26,70,3,9,7,7,5,10
14,11,15,11,14,12,7,100,6,40,14,1,22,1,16,17,6,20,16,15,38,0,0,39,79,13,28,3,1,6,19,0,37,30,10,10,13,2,0,5,15,11,6,45,3,39,14,32,69,4,5,6,8,5,12
13,10,18,12,15,12,7,82,5,100,14,1,22,1,15,16,6,50,9,17,29,0,0,40,92,17,22,5,0,6,17,0,71,20,11,8,12,2,0,5,17,11,4,43,3,34,12,26,66,3,3,5,10,4,11
12,11,19,10,16,11,6,75,5,61,13,1,19,0,14,14,6,22,10,15,28,0,0,42,92,14,21,3,0,5,17,0,43,18,7,8,11,2,0,4,14,10,4,39,3,34,14,25,64,3,2,5,9,5,10
12,11,19,8,14,13,7,70,4,55,13,1,20,0,15,13,7,17,8,14,26,0,15,44,93,14,18,3,0,5,17,92,32,19,9,8,12,2,0,4,15,11,3,41,3,36,13,30,63,4,4,6,10,5,11
12,10,16,9,13,13,7,71,5,45,12,3,17,0,16,13,6,19,9,14,26,0,10,41,84,14,18,2,0,4,15,0,30,17,6,16,12,2,0,6,12,11,5,45,3,32,11,25,58,4,2,5,11,5,10
11,9,16,10,12,13,6,68,4,45,10,3,14,0,19,22,7,16,7,15,26,0,7,37,75,15,30,100,0,4,17,0,45,17,11,23,11,3,0,5,18,9,0,54,3,43,11,25,61,3,2,5,12,5,10
12,12,18,9,13,16,7,65,4,57,11,24,19,0,20,22,7,19,6,15,27,0,13,40,85,19,48,12,1,5,19,0,43,21,7,25,12,3,0,8,25,11,3,59,3,42,9,23,65,3,17,8,14,5,9
12,10,18,9,11,12,6,61,4,54,10,3,16,0,19,19,6,17,6,16,21,0,14,36,69,13,23,10,0,5,15,0,29,13,5,54,12,2,0,5,15,10,3,47,3,33,10,27,55,4,5,8,16,5,9
12,10,25,8,14,13,6,53,4,46,12,3,16,0,18,19,6,20,8,18,23,0,9,40,79,15,28,4,1,6,16,0,29,16,8,45,11,3,0,6,17,10,4,51,3,36,8,32,60,2,3,8,13,5,10
12,14,31,8,13,21,6,60,4,53,13,1,23,1,16,20,8,24,8,17,26,0,9,47,82,19,36,6,1,6,21,0,33,11,13,28,12,4,0,8,26,12,4,67,4,56,11,30,73,3,5,17,12,7,10
11,14,34,8,13,24,7,68,4,96,13,1,22,0,16,21,10,47,6,17,25,0,12,52,74,18,39,4,1,6,21,0,30,11,11,34,12,4,0,9,22,12,5,65,4,57,11,27,75,4,3,16,13,7,9
10,12,24,8,12,20,7,67,3,64,12,1,26,1,15,16,8,35,7,16,23,0,9,44,72,15,29,3,1,4,17,62,22,11,10,32,12,3,0,7,19,10,6,50,3,50,10,27,66,4,2,12,15,6,10
10,12,22,9,12,21,6,69,4,55,13,1,19,0,14,16,7,19,8,17,25,0,9,39,77,15,26,4,1,5,15,78,21,15,11,28,12,3,0,6,17,10,6,52,3,48,10,25,67,2,3,12,13,6,9
11,13,23,10,12,28,7,66,5,61,13,1,25,0,12,19,9,18,8,18,25,0,0,43,80,18,37,15,1,5,17,0,19,17,10,34,13,3,0,7,22,13,6,61,4,57,10,28,76,4,3,15,14,6,9
12,13,21,9,12,24,7,65,4,63,14,1,26,0,16,18,8,19,6,18,22,0,9,44,80,16,33,4,1,5,17,0,19,17,7,34,13,3,0,7,22,11,4,54,4,49,10,30,70,3,2,13,15,6,8
11,12,18,8,12,18,7,60,4,60,13,1,26,1,14,17,9,13,8,18,23,0,7,43,75,15,20,2,1,4,17,64,17,18,12,28,12,3,0,9,18,11,6,49,4,42,9,29,64,3,2,13,15,5,9
10,14,16,8,12,19,6,65,3,83,12,1,28,0,13,15,8,24,7,18,26,0,11,58,66,15,22,3,1,4,18,0,15,14,8,29,12,4,0,8,30,9,4,57,4,58,10,25,67,3,2,13,12,6,9
9,12,15,7,11,20,7,60,4,66,11,1,26,1,14,23,7,24,6,17,32,0,7,48,70,17,25,7,1,5,19,0,16,13,7,27,12,4,0,8,32,10,5,52,4,52,11,28,71,3,2,14,12,5,8
9,12,14,7,12,23,7,68,3,61,12,3,29,0,15,20,8,14,5,18,28,1,26,47,82,21,28,2,1,5,21,0,16,15,8,26,12,3,0,9,28,11,6,59,4,51,11,29,74,4,2,15,15,5,8
9,10,9,7,11,16,7,56,3,54,10,1,23,0,13,16,6,10,6,22,17,0,0,36,65,13,19,2,0,4,14,0,13,10,5,51,12,3,0,6,17,10,6,40,3,32,7,24,61,2,1,9,18,5,8
12,14,19,6,19,24,8,56,4,58,17,1,33,1,16,25,8,16,6,24,26,1,15,53,99,18,32,2,1,6,22,0,21,12,8,38,14,4,0,9,23,13,7,59,4,61,11,36,81,4,2,13,17,8,11
11,16,19,6,19,25,10,66,4,62,19,3,30,0,13,23,10,20,10,24,32,0,11,57,89,20,40,3,1,7,24,54,21,22,14,27,14,4,0,10,29,15,7,77,5,61,11,33,90,4,2,15,17,8,9
10,15,15,7,23,29,11,72,4,70,18,1,30,1,15,22,10,18,11,25,38,0,13,58,100,18,42,3,1,6,24,50,23,26,13,29,15,3,0,10,25,15,9,69,5,67,15,36,90,5,3,12,20,8,9
11,12,11,7,19,21,8,75,3,66,16,2,30,0,15,18,9,21,6,26,28,0,25,54,87,17,28,1,1,5,20,0,23,15,8,44,15,3,0,7,14,14,7,53,4,53,14,34,78,4,2,11,19,7,10
10,12,13,8,19,27,10,80,4,63,17,7,33,0,13,19,8,25,8,26,29,0,66,57,89,22,32,3,1,7,21,0,21,14,10,43,14,3,0,9,24,17,10,62,4,62,12,34,94,4,3,9,19,8,10
10,15,13,10,21,35,9,79,4,67,17,5,33,0,11,20,9,27,7,29,29,0,77,50,98,28,28,2,1,6,22,0,21,15,10,30,15,3,0,7,22,16,9,63,4,60,14,36,99,5,4,10,19,8,11
10,12,9,8,23,38,10,78,4,65,18,3,27,1,12,19,8,17,11,27,25,0,66,47,95,20,26,5,1,5,19,67,20,15,9,30,16,2,0,6,17,15,15,56,4,60,16,35,82,4,5,10,20,7,11
10,12,9,7,22,32,9,72,4,66,17,4,28,0,12,21,8,22,9,25,22,0,77,49,82,16,22,2,1,5,18,0,20,14,8,27,14,3,0,7,14,13,20,48,4,56,13,32,77,5,4,9,18,7,10
10,13,9,7,22,27,9,75,3,66,18,2,28,0,12,20,8,19,7,24,37,0,55,58,86,18,40,3,1,5,22,59,23,12,9,36,15,4,0,8,35,14,22,57,4,59,17,32,86,4,4,10,18,8,9
9,12,12,7,20,32,8,74,3,61,15,2,29,1,12,24,9,22,11,23,39,0,40,55,82,20,35,3,1,5,23,0,20,12,9,39,14,5,0,9,35,13,20,66,4,63,12,31,86,4,4,10,17,8,9
9,15,16,6,19,35,9,68,3,56,15,9,23,1,11,25,10,15,6,21,31,0,41,54,82,23,34,2,1,6,25,0,19,28,10,47,14,4,0,10,32,16,25,62,5,63,12,31,90,5,4,18,18,7,8
8,13,12,6,20,27,8,71,2,52,15,2,20,0,12,23,8,24,5,21,23,0,39,46,79,18,24,2,1,5,18,46,16,30,7,62,13,3,0,7,15,14,27,49,4,61,14,31,75,4,2,12,19,8,9
9,15,12,6,22,28,11,58,4,49,16,4,29,1,9,24,9,20,8,22,29,1,43,57,91,21,29,2,1,5,21,67,18,11,9,45,14,4,0,8,25,15,28,64,4,67,16,33,86,3,3,12,17,8,9
8,12,13,9,18,26,9,63,3,46,15,48,21,0,6,19,9,15,5,18,27,0,67,47,91,23,29,8,1,5,19,0,14,10,11,23,13,3,17,7,19,12,29,71,4,57,13,28,81,3,3,12,13,8,8
8,12,13,9,20,23,9,77,3,50,17,20,25,1,10,20,8,26,7,22,26,0,100,53,91,21,37,6,1,5,21,0,18,8,9,26,14,3,0,7,19,14,21,67,4,67,15,34,93,3,3,10,15,9,9
9,13,13,7,20,23,10,82,3,58,16,3,24,1,11,21,9,17,7,22,24,1,73,49,83,18,34,2,1,5,20,0,18,8,14,31,13,3,0,7,15,15,18,62,5,64,14,34,87,4,2,12,17,9,10
9,15,15,6,20,27,10,80,4,56,17,3,22,1,10,22,9,20,7,23,26,10,63,56,89,18,35,2,1,6,21,40,23,10,10,28,14,3,13,10,30,16,18,64,6,72,12,34,100,5,3,14,17,9,9
10,15,14,7,23,29,11,80,4,66,16,2,28,0,9,21,9,22,6,24,27,9,78,53,80,16,30,2,1,7,21,0,19,13,8,31,13,3,0,8,24,15,19,63,4,75,18,33,99,4,2,13,17,9,9
10,15,10,7,23,31,10,69,4,61,17,2,19,0,9,21,9,20,8,23,27,3,80,57,84,14,31,2,1,6,20,0,20,14,8,33,14,3,0,7,19,15,25,56,4,67,16,34,89,4,2,13,18,9,10
8,13,10,6,23,23,10,67,3,62,16,2,16,0,8,18,9,20,8,22,26,2,81,48,71,13,23,4,1,5,18,43,22,13,8,30,14,3,0,7,15,15,25,51,4,62,14,31,80,4,2,12,17,8,9
8,14,8,6,22,22,10,78,3,53,17,2,21,0,8,20,8,13,7,22,34,2,70,41,77,13,26,3,1,5,21,0,19,7,7,25,12,4,0,8,31,14,20,54,4,53,14,29,80,5,2,10,16,7,8
8,15,9,6,21,27,9,72,3,50,17,2,20,0,9,20,8,25,7,21,40,1,67,53,65,14,32,2,1,5,23,44,18,12,8,24,12,4,0,9,37,14,15,63,4,55,12,30,90,4,2,11,16,7,9
8,17,12,6,22,28,10,63,3,51,17,3,19,1,10,25,9,13,7,20,36,1,56,55,77,15,31,2,1,5,21,0,16,10,7,23,12,3,0,8,26,15,26,62,4,55,15,27,82,4,2,11,17,7,9
7,10,7,5,18,18,9,65,2,50,15,1,16,0,8,26,7,17,4,20,21,1,70,38,64,10,23,1,1,5,17,0,15,7,6,70,11,2,0,5,12,13,21,46,3,48,10,29,69,3,2,8,19,7,9
